reltime/s,C/mA.h,C/A.h,Ewe/V,soc,soc_cell
10272.721546210989,0.0415622784415005,4.1562278441500494e-05,0.473894655704498,0.44717570931494643,0.3816101373312968
10282.721738759952,0.0416027390489995,4.16027390489995e-05,0.473684608936309,0.44663753846676246,0.3810081388256082
10292.721931309963,0.0416431995344969,4.16431995344969e-05,0.473570048809051,0.44609936924133475,0.38040614213513646
10302.722123858985,0.0416836599697565,4.1683659969756505e-05,0.473417311906814,0.4455612006841253,0.3798041461921345
10312.722316407948,0.0417241204650443,4.17241204650443e-05,0.473570048809051,0.44502303132847454,0.3792021493559951
10322.72250895697,0.041764581004916,4.1764581004916e-05,0.473493695259094,0.44448486137980847,0.3786001518565082
10332.72270150599,0.0418050416947512,4.1805041694751205e-05,0.473340928554534,0.44394668943646187,0.3779981521257694
10342.722894054954,0.0418455025394988,4.18455025394988e-05,0.473245471715927,0.44340851543260906,0.37739615009014615
10352.723086603975,0.0418859634594048,4.18859634594048e-05,0.473264545202255,0.44287034042906637,0.3767941469362686
10362.723279152997,0.0419264244592816,4.19264244592816e-05,0.473016321659088,0.44233216436182343,0.37619214259253486
10372.72347170196,0.0419668855625965,4.19668855625965e-05,0.473092705011367,0.4417939869187394,0.3755901367097837
10382.723664250982,0.0420073467039864,4.20073467039864e-05,0.472959041595459,0.4412558089692157,0.3749881302605286
10392.723856800993,0.0420478076771709,4.2047807677170905e-05,0.47299724817276,0.44071763325700986,0.37438612631393975
10402.724049349956,0.0420882683840053,4.20882683840053e-05,0.473092705011367,0.44017946108755523,0.3737841263302763
10412.724241899969,0.0421287290222323,4.212872902223231e-05,0.47293996810913,0.43964128983065476,0.3731821273673969
10422.724434448988,0.0421691891315408,4.21691891315408e-05,0.47292086482048,0.4391031256089557,0.3725801362741016
10432.724626999,0.0422096495457003,4.22096495457003e-05,0.4728444814682,0.4385649573324011,0.3719781406450404
10442.724819548952,0.0422501096945036,4.22501096945036e-05,0.472787201404571,0.43802679258537736,0.37137614896411636
10452.725012097972,0.0422905700457714,4.22905700457714e-05,0.472691744565963,0.4374886251453519,0.37077415427079763
10462.725204647984,0.0423310309709886,4.23310309709886e-05,0.472596257925033,0.4369504500711643,0.37017215103789664
10472.725397196948,0.0423714917378528,4.23714917378528e-05,0.472500801086425,0.4364122771032469,0.36957015016107186
10482.72558974696,0.0424119520826118,4.24119520826118e-05,0.472290754318237,0.43587410974979557,0.368968155564595
10492.72578229598,0.0424524125766961,4.24524125766961e-05,0.472348034381866,0.43533594041015256,0.3683661587463619
10502.725974845993,0.0424928731072674,4.24928731072674e-05,0.472271680831909,0.4347977705851922,0.36776416138525236
10512.726167394954,0.0425333337389812,4.25333337389812e-05,0.472290754318237,0.43425959941492454,0.3671621625192805
10522.726359944963,0.0425737942458657,4.25737942458657e-05,0.472309857606887,0.4337214299050247,0.366560165510598
10532.726552493988,0.0426142547070054,4.26142547070054e-05,0.47221440076828,0.4331832610035814,0.3659581691825356
10542.726745043998,0.0426547151005879,4.265471510058791e-05,0.47204253077507,0.4326450930007235,0.36535617385963187
10552.72693759395,0.042695175482111,4.2695175482111e-05,0.47206163406372,0.4321069251582691,0.3647541787161556
10562.727130142972,0.0427356361617995,4.27356361617995e-05,0.472023457288742,0.43156875334988487,0.3641521791363859
10572.727322692985,0.0427760973998794,4.27760973998794e-05,0.471947073936462,0.43103057411427725,0.36355017124851596
10582.727515241946,0.0428165579093848,4.28165579093848e-05,0.471947073936462,0.43049240456951654,0.36294817420083797
10592.727707790968,0.0428570182871614,4.285701828716141e-05,0.471813410520553,0.4299542367768946,0.3623461791131044
10602.72790034098,0.0428974781666448,4.28974781666448e-05,0.471737056970596,0.4294160756121237,0.3617441914392923
10612.72809289,0.0429379384806815,4.293793848068151e-05,0.471584290266037,0.4288779086673129,0.36114219729992125
10622.728285438963,0.0429783987155642,4.29783987155642e-05,0.471698850393295,0.42833974277533815,0.36054020433825373
10632.728477988974,0.0430188594058617,4.3018859405861695e-05,0.471641570329666,0.42780157082584247,0.3599382046006366
10642.728670537996,0.0430593199098881,4.30593199098881e-05,0.471756130456924,0.42726340135395857,0.3593362076344787
10652.72886308696,0.0430997807124276,4.30997807124276e-05,0.471507906913757,0.4267252279115201,0.35873420622685415
10662.72905563598,0.0431402412685294,4.31402412685294e-05,0.471469730138778,0.42618705774697574,0.3581322084858855
10672.729248185991,0.0431807022367687,4.3180702236768704e-05,0.471450626850128,0.42564888210054663,0.35753020461287455
10682.729440734956,0.0432211631044254,4.32211631044254e-05,0.47127878665924,0.42511070779197746,0.3569282022363952
10692.729633283976,0.0432616239877114,4.32616239877114e-05,0.471183329820632,0.42457253327552125,0.35632619962737316
10702.729825833989,0.0433020846927769,4.33020846927769e-05,0.471106946468353,0.4240343611295947,0.3557241996700283
10712.73001838295,0.0433425453559199,4.33425453559199e-05,0.471106946468353,0.423496189541284,0.355122200336433
10722.73021093296,0.0433830063831644,4.33830063831644e-05,0.471011459827423,0.42295801311002046,0.3545201955855054
10732.730403481984,0.0434234667828245,4.34234667828245e-05,0.470801442861557,0.4224198450263238,0.35391820017217535
10742.730596030946,0.0434639272553097,4.3463927255309706e-05,0.470839619636535,0.42188167597397275,0.35331620367530736
10752.730788580957,0.0435043876398024,4.35043876398024e-05,0.470744162797927,0.42134350809201937,0.35271420848764756
10762.730981129978,0.0435448482564167,4.3544848256416695e-05,0.470763266086578,0.4208053371225918,0.35211220984633573
10772.73117367999,0.0435853088539782,4.35853088539782e-05,0.470667779445648,0.42026716640658757,0.3515102114885035
10782.731366228953,0.0436257695881415,4.36257695881415e-05,0.47057232260704,0.41972899387362816,0.3509082110982232
